variant_type,qual_threshold,truth_total,truth_tp,truth_fn,query_fp,metric_recall,metric_precision,metric_f1_score
SNP,4331.640137,71333,0,71333,0,0.0,,
SNP,4332.640137,71333,0,71333,0,0.0,,
SNP,4334.640137,71333,0,71333,0,0.0,,
SNP,4336.640137,71333,0,71333,0,0.0,,
SNP,4338.640137,71333,0,71333,0,0.0,,
SNP,434.640015,71333,52346,18987,99,0.733826,0.9981129999999999,0.8458049999999999
SNP,4340.640137,71333,0,71333,0,0.0,,
SNP,4343.640137,71333,0,71333,0,0.0,,
SNP,4348.640137,71333,0,71333,0,0.0,,
SNP,4349.640137,71333,0,71333,0,0.0,,
SNP,435.299988,71333,52233,19100,99,0.7322420000000001,0.998109,0.84475
SNP,4356.640137,71333,0,71333,0,0.0,,
SNP,436.049988,71333,52120,19213,99,0.730658,0.9981049999999999,0.843694
SNP,436.640015,71333,52116,19217,99,0.7306020000000001,0.9981049999999999,0.843656
SNP,4360.060059,71333,0,71333,0,0.0,,
SNP,4361.640137,71333,0,71333,0,0.0,,
SNP,4362.640137,71333,0,71333,0,0.0,,
SNP,4365.640137,71333,0,71333,0,0.0,,
SNP,437.260010,71333,51981,19352,99,0.728709,0.9981,0.842391
SNP,4374.040039,71333,0,71333,0,0.0,,
SNP,4374.640137,71333,0,71333,0,0.0,,
SNP,4375.640137,71333,0,71333,0,0.0,,
SNP,438.059998,71333,51872,19461,98,0.7271810000000001,0.998115,0.841375
SNP,438.640015,71333,51872,19461,98,0.7271810000000001,0.998115,0.841375
SNP,439.640015,71333,51765,19568,98,0.725681,0.9981110000000001,0.840369
SNP,4390.640137,71333,0,71333,0,0.0,,
SNP,4392.640137,71333,0,71333,0,0.0,,
SNP,4396.640137,71333,0,71333,0,0.0,,
SNP,4398.640137,71333,0,71333,0,0.0,,
SNP,4399.640137,71333,0,71333,0,0.0,,
SNP,44.020000,71333,70884,449,474,0.993706,0.99336,0.993533
SNP,44.639999,71333,70884,449,473,0.993706,0.993374,0.99354
SNP,440.640015,71333,51649,19684,97,0.724055,0.9981260000000001,0.839282
SNP,4400.640137,71333,0,71333,0,0.0,,
SNP,4401.640137,71333,0,71333,0,0.0,,
SNP,4403.640137,71333,0,71333,0,0.0,,
SNP,4405.640137,71333,0,71333,0,0.0,,
SNP,4406.640137,71333,0,71333,0,0.0,,
SNP,4409.640137,71333,0,71333,0,0.0,,
SNP,441.640015,71333,51550,19783,97,0.7226670000000001,0.998123,0.838348
SNP,4418.640137,71333,0,71333,0,0.0,,
SNP,4419.640137,71333,0,71333,0,0.0,,
SNP,442.640015,71333,51429,19904,96,0.720971,0.998138,0.837211
SNP,4420.640137,71333,0,71333,0,0.0,,
SNP,4421.640137,71333,0,71333,0,0.0,,
SNP,4424.060059,71333,0,71333,0,0.0,,
SNP,4428.640137,71333,0,71333,0,0.0,,
SNP,443.640015,71333,51307,20026,96,0.71926,0.998133,0.8360549999999999
SNP,4436.640137,71333,0,71333,0,0.0,,
SNP,4437.640137,71333,0,71333,0,0.0,,
SNP,444.640015,71333,51199,20134,96,0.717746,0.998129,0.8350299999999999
SNP,4441.640137,71333,0,71333,0,0.0,,
SNP,4443.640137,71333,0,71333,0,0.0,,
SNP,4445.100098,71333,0,71333,0,0.0,,
SNP,4445.640137,71333,0,71333,0,0.0,,
SNP,4446.640137,71333,0,71333,0,0.0,,
SNP,445.640015,71333,51083,20250,96,0.71612,0.998125,0.8339270000000001
SNP,4450.640137,71333,0,71333,0,0.0,,
SNP,4454.640137,71333,0,71333,0,0.0,,
SNP,4455.640137,71333,0,71333,0,0.0,,
SNP,4456.640137,71333,0,71333,0,0.0,,
SNP,4459.640137,71333,0,71333,0,0.0,,
SNP,446.640015,71333,50970,20363,96,0.714536,0.9981209999999999,0.83285
SNP,4462.640137,71333,0,71333,0,0.0,,
SNP,4469.640137,71333,0,71333,0,0.0,,
SNP,447.640015,71333,50852,20481,96,0.712882,0.998117,0.831724
SNP,4473.640137,71333,0,71333,0,0.0,,
SNP,4475.640137,71333,0,71333,0,0.0,,
SNP,4476.640137,71333,0,71333,0,0.0,,
SNP,4477.640137,71333,0,71333,0,0.0,,
SNP,4479.640137,71333,0,71333,0,0.0,,
SNP,448.640015,71333,50728,20605,96,0.711144,0.9981120000000001,0.8305379999999999
SNP,4480.640137,71333,0,71333,0,0.0,,
SNP,4483.640137,71333,0,71333,0,0.0,,
SNP,4485.640137,71333,0,71333,0,0.0,,
SNP,4486.640137,71333,0,71333,0,0.0,,
SNP,4488.640137,71333,0,71333,0,0.0,,
SNP,449.640015,71333,50601,20732,96,0.709363,0.998107,0.8293209999999999
SNP,4493.640137,71333,0,71333,0,0.0,,
SNP,4494.640137,71333,0,71333,0,0.0,,
SNP,4496.640137,71333,0,71333,0,0.0,,
SNP,45.320000,71333,70884,449,472,0.993706,0.9933879999999999,0.993547
SNP,450.640015,71333,50487,20846,96,0.707765,0.9981030000000001,0.828226
SNP,4501.640137,71333,0,71333,0,0.0,,
SNP,4502.640137,71333,0,71333,0,0.0,,
SNP,4508.100098,71333,0,71333,0,0.0,,
SNP,4509.640137,71333,0,71333,0,0.0,,
SNP,451.640015,71333,50358,20975,96,0.705957,0.9980979999999999,0.8269850000000001
SNP,4511.640137,71333,0,71333,0,0.0,,
SNP,4514.640137,71333,0,71333,0,0.0,,
SNP,4518.640137,71333,0,71333,0,0.0,,
SNP,452.640015,71333,50254,21079,96,0.704499,0.998094,0.825983
SNP,4522.640137,71333,0,71333,0,0.0,,
SNP,4526.640137,71333,0,71333,0,0.0,,
SNP,4527.640137,71333,0,71333,0,0.0,,
SNP,4528.640137,71333,0,71333,0,0.0,,
SNP,4529.640137,71333,0,71333,0,0.0,,
SNP,453.269989,71333,50125,21208,95,0.7026899999999999,0.998109,0.824743
SNP,4532.640137,71333,0,71333,0,0.0,,
SNP,4535.640137,71333,0,71333,0,0.0,,
SNP,4539.640137,71333,0,71333,0,0.0,,
SNP,454.059998,71333,49985,21348,95,0.700728,0.9981040000000001,0.8233879999999999
SNP,454.640015,71333,49985,21348,95,0.700728,0.9981040000000001,0.8233879999999999
SNP,4540.640137,71333,0,71333,0,0.0,,
SNP,4541.640137,71333,0,71333,0,0.0,,
SNP,4543.640137,71333,0,71333,0,0.0,,
SNP,4545.640137,71333,0,71333,0,0.0,,
SNP,4546.640137,71333,0,71333,0,0.0,,
SNP,4549.640137,71333,0,71333,0,0.0,,
SNP,455.640015,71333,49867,21466,95,0.6990729999999999,0.9981,0.8222440000000001
SNP,456.640015,71333,49750,21583,95,0.697433,0.9980950000000001,0.821106
SNP,4561.640137,71333,0,71333,0,0.0,,
SNP,4565.640137,71333,0,71333,0,0.0,,
SNP,4566.640137,71333,0,71333,0,0.0,,
SNP,4569.640137,71333,0,71333,0,0.0,,
SNP,457.640015,71333,49626,21707,95,0.695695,0.9980899999999999,0.8198989999999999
SNP,4573.640137,71333,0,71333,0,0.0,,
SNP,4576.640137,71333,0,71333,0,0.0,,
SNP,4578.640137,71333,0,71333,0,0.0,,
SNP,458.369995,71333,49490,21843,94,0.693788,0.9981049999999999,0.818578
SNP,4586.060059,71333,0,71333,0,0.0,,
SNP,4589.640137,71333,0,71333,0,0.0,,
SNP,459.059998,71333,49386,21947,93,0.69233,0.9981209999999999,0.8175680000000001
SNP,459.640015,71333,49386,21947,93,0.69233,0.9981209999999999,0.8175680000000001
SNP,4596.040039,71333,0,71333,0,0.0,,
SNP,46.320000,71333,70881,452,470,0.993664,0.993416,0.99354
SNP,460.640015,71333,49273,22060,93,0.690746,0.998117,0.816461
SNP,4602.640137,71333,0,71333,0,0.0,,
SNP,4605.640137,71333,0,71333,0,0.0,,
SNP,461.640015,71333,49166,22167,93,0.689246,0.9981129999999999,0.815411
SNP,4615.640137,71333,0,71333,0,0.0,,
SNP,4618.040039,71333,0,71333,0,0.0,,
SNP,4619.640137,71333,0,71333,0,0.0,,
SNP,46196.101562,71333,0,71333,0,0.0,0.0,
SNP,462.640015,71333,49031,22302,93,0.687354,0.998108,0.814083
SNP,4620.640137,71333,0,71333,0,0.0,,
SNP,4625.640137,71333,0,71333,0,0.0,,
SNP,4627.640137,71333,0,71333,0,0.0,,
SNP,4629.640137,71333,0,71333,0,0.0,,
SNP,463.640015,71333,48920,22413,93,0.6857979999999999,0.9981030000000001,0.81299
SNP,4631.640137,71333,0,71333,0,0.0,,
SNP,4632.640137,71333,0,71333,0,0.0,,
SNP,464.640015,71333,48807,22526,93,0.684213,0.998099,0.811874
SNP,4642.640137,71333,0,71333,0,0.0,,
SNP,4644.640137,71333,0,71333,0,0.0,,
SNP,4646.640137,71333,0,71333,0,0.0,,
SNP,4648.640137,71333,0,71333,0,0.0,,
SNP,4649.640137,71333,0,71333,0,0.0,,
SNP,465.640015,71333,48670,22663,93,0.682293,0.998094,0.810519
SNP,4657.640137,71333,0,71333,0,0.0,,
SNP,466.640015,71333,48550,22783,93,0.680611,0.9980889999999999,0.809329
SNP,4660.640137,71333,0,71333,0,0.0,,
SNP,4662.640137,71333,0,71333,0,0.0,,
SNP,4665.640137,71333,0,71333,0,0.0,,
SNP,4668.040039,71333,0,71333,0,0.0,,
SNP,467.640015,71333,48409,22924,93,0.678634,0.998084,0.807928
SNP,4674.640137,71333,0,71333,0,0.0,,
SNP,4675.640137,71333,0,71333,0,0.0,,
SNP,4678.060059,71333,0,71333,0,0.0,,
SNP,468.640015,71333,48297,23036,93,0.677064,0.998079,0.806813
SNP,4682.640137,71333,0,71333,0,0.0,,
SNP,4683.640137,71333,0,71333,0,0.0,,
SNP,4687.640137,71333,0,71333,0,0.0,,
SNP,4688.640137,71333,0,71333,0,0.0,,
SNP,469.640015,71333,48162,23171,92,0.675171,0.998094,0.8054720000000001
SNP,4690.640137,71333,0,71333,0,0.0,,
SNP,47.320000,71333,70879,454,466,0.993635,0.9934709999999999,0.993553
SNP,470.640015,71333,48065,23268,92,0.673812,0.998091,0.804503
SNP,4700.640137,71333,0,71333,0,0.0,,
SNP,4703.640137,71333,0,71333,0,0.0,,
SNP,4704.640137,71333,0,71333,0,0.0,,
SNP,4707.640137,71333,0,71333,0,0.0,,
SNP,4709.640137,71333,0,71333,0,0.0,,
SNP,471.399994,71333,47941,23392,91,0.6720729999999999,0.9981059999999999,0.803268
SNP,471.910004,71333,47827,23506,91,0.670475,0.998102,0.802124
SNP,4715.640137,71333,0,71333,0,0.0,,
SNP,4717.640137,71333,0,71333,0,0.0,,
SNP,4718.640137,71333,0,71333,0,0.0,,
SNP,472.619995,71333,47826,23507,91,0.670461,0.998102,0.802114
SNP,4720.640137,71333,0,71333,0,0.0,,
SNP,4721.640137,71333,0,71333,0,0.0,,
SNP,4724.640137,71333,0,71333,0,0.0,,
SNP,4725.640137,71333,0,71333,0,0.0,,
SNP,4727.640137,71333,0,71333,0,0.0,,
SNP,4728.640137,71333,0,71333,0,0.0,,
SNP,4729.640137,71333,0,71333,0,0.0,,
SNP,473.640015,71333,47699,23634,90,0.6686810000000001,0.9981180000000001,0.8008430000000001
SNP,4730.640137,71333,0,71333,0,0.0,,
SNP,4732.640137,71333,0,71333,0,0.0,,
SNP,4733.640137,71333,0,71333,0,0.0,,
SNP,4735.640137,71333,0,71333,0,0.0,,
SNP,4738.640137,71333,0,71333,0,0.0,,
SNP,474.640015,71333,47584,23749,90,0.6670689999999999,0.9981129999999999,0.7996840000000001
SNP,4742.640137,71333,0,71333,0,0.0,,
SNP,4744.040039,71333,0,71333,0,0.0,,
SNP,4744.640137,71333,0,71333,0,0.0,,
SNP,4747.640137,71333,0,71333,0,0.0,,
SNP,475.640015,71333,47481,23852,90,0.665625,0.998109,0.7986449999999999
SNP,4752.640137,71333,0,71333,0,0.0,,
SNP,4754.640137,71333,0,71333,0,0.0,,
SNP,4757.640137,71333,0,71333,0,0.0,,
SNP,476.640015,71333,47358,23975,90,0.6639,0.9981040000000001,0.797401
SNP,4763.640137,71333,0,71333,0,0.0,,
SNP,477.640015,71333,47222,24111,90,0.661994,0.998099,0.796022
SNP,4771.640137,71333,0,71333,0,0.0,,
SNP,4778.640137,71333,0,71333,0,0.0,,
SNP,4779.640137,71333,0,71333,0,0.0,,
SNP,478.640015,71333,47109,24224,88,0.66041,0.998136,0.794888
SNP,4781.040039,71333,0,71333,0,0.0,,
SNP,4784.640137,71333,0,71333,0,0.0,,
SNP,479.640015,71333,46996,24337,88,0.658826,0.998132,0.793738
SNP,4790.640137,71333,0,71333,0,0.0,,
SNP,4798.640137,71333,0,71333,0,0.0,,
SNP,48.320000,71333,70878,455,466,0.9936209999999999,0.9934709999999999,0.9935459999999999
SNP,48.840000,71333,70876,457,465,0.9935930000000001,0.9934850000000001,0.993539
SNP,480.640015,71333,46883,24450,87,0.657241,0.998149,0.792592
SNP,4801.640137,71333,0,71333,0,0.0,,
SNP,4805.640137,71333,0,71333,0,0.0,,
SNP,4807.640137,71333,0,71333,0,0.0,,
SNP,4808.640137,71333,0,71333,0,0.0,,
SNP,4809.640137,71333,0,71333,0,0.0,,
SNP,481.640015,71333,46779,24554,86,0.655783,0.998166,0.7915369999999999
SNP,4811.640137,71333,0,71333,0,0.0,,
SNP,4815.640137,71333,0,71333,0,0.0,,
SNP,4819.640137,71333,0,71333,0,0.0,,
SNP,482.640015,71333,46650,24683,85,0.653975,0.998182,0.790223
SNP,4821.640137,71333,0,71333,0,0.0,,
SNP,4823.640137,71333,0,71333,0,0.0,,
SNP,4824.640137,71333,0,71333,0,0.0,,
SNP,4825.640137,71333,0,71333,0,0.0,,
SNP,4827.040039,71333,0,71333,0,0.0,,
SNP,483.640015,71333,46545,24788,85,0.6525029999999999,0.9981780000000001,0.789146
SNP,4830.040039,71333,0,71333,0,0.0,,
SNP,4832.640137,71333,0,71333,0,0.0,,
SNP,4833.640137,71333,0,71333,0,0.0,,
SNP,4835.640137,71333,0,71333,0,0.0,,
SNP,4838.640137,71333,0,71333,0,0.0,,
SNP,484.640015,71333,46432,24901,84,0.6509189999999999,0.998195,0.787992
SNP,4844.640137,71333,0,71333,0,0.0,,
SNP,4847.640137,71333,0,71333,0,0.0,,
SNP,4848.640137,71333,0,71333,0,0.0,,
SNP,4849.640137,71333,0,71333,0,0.0,,
SNP,485.640015,71333,46321,25012,84,0.649363,0.9981909999999999,0.786849
SNP,4853.640137,71333,0,71333,0,0.0,,
SNP,4859.040039,71333,0,71333,0,0.0,,
SNP,486.640015,71333,46218,25115,84,0.6479189999999999,0.998187,0.785787
SNP,4860.640137,71333,0,71333,0,0.0,,
SNP,4861.640137,71333,0,71333,0,0.0,,
SNP,4867.640137,71333,0,71333,0,0.0,,
SNP,4868.640137,71333,0,71333,0,0.0,,
SNP,487.609985,71333,46122,25211,84,0.646573,0.998183,0.784795
SNP,4874.640137,71333,0,71333,0,0.0,,
SNP,488.640015,71333,46004,25329,83,0.6449189999999999,0.9982,0.7835810000000001
SNP,4880.640137,71333,0,71333,0,0.0,,
SNP,4882.640137,71333,0,71333,0,0.0,,
SNP,4883.640137,71333,0,71333,0,0.0,,
SNP,4884.640137,71333,0,71333,0,0.0,,
SNP,4885.640137,71333,0,71333,0,0.0,,
SNP,4887.640137,71333,0,71333,0,0.0,,
SNP,489.640015,71333,45879,25454,83,0.643167,0.998195,0.782284
SNP,4890.640137,71333,0,71333,0,0.0,,
SNP,4892.640137,71333,0,71333,0,0.0,,
SNP,4895.640137,71333,0,71333,0,0.0,,
SNP,49.490002,71333,70875,458,465,0.9935790000000001,0.9934850000000001,0.993532
SNP,490.640015,71333,45759,25574,83,0.641484,0.9981899999999999,0.781037
SNP,4901.640137,71333,0,71333,0,0.0,,
SNP,4902.640137,71333,0,71333,0,0.0,,
SNP,4903.640137,71333,0,71333,0,0.0,,
SNP,4905.640137,71333,0,71333,0,0.0,,
SNP,4907.640137,71333,0,71333,0,0.0,,
SNP,491.489990,71333,45647,25686,82,0.639914,0.998208,0.779878
SNP,4911.640137,71333,0,71333,0,0.0,,
SNP,4914.100098,71333,0,71333,0,0.0,,
SNP,4916.640137,71333,0,71333,0,0.0,,
SNP,4917.640137,71333,0,71333,0,0.0,,
SNP,492.059998,71333,45534,25799,82,0.6383300000000001,0.9982030000000001,0.778699
SNP,492.640015,71333,45534,25799,82,0.6383300000000001,0.9982030000000001,0.778699
SNP,4923.040039,71333,0,71333,0,0.0,,
SNP,4925.640137,71333,0,71333,0,0.0,,
SNP,4928.640137,71333,0,71333,0,0.0,,
SNP,4929.640137,71333,0,71333,0,0.0,,
SNP,493.640015,71333,45426,25907,82,0.6368159999999999,0.998199,0.77757
SNP,4934.640137,71333,0,71333,0,0.0,,
SNP,4937.640137,71333,0,71333,0,0.0,,
SNP,494.640015,71333,45300,26033,80,0.63505,0.998238,0.776263
SNP,4942.040039,71333,0,71333,0,0.0,,
SNP,4942.640137,71333,0,71333,0,0.0,,
SNP,495.640015,71333,45174,26159,80,0.633283,0.998233,0.774941
SNP,4953.040039,71333,0,71333,0,0.0,,
SNP,4954.040039,71333,0,71333,0,0.0,,
SNP,4954.640137,71333,0,71333,0,0.0,,
SNP,4955.640137,71333,0,71333,0,0.0,,
SNP,496.640015,71333,45057,26276,80,0.6316430000000001,0.998229,0.77371
SNP,4960.640137,71333,0,71333,0,0.0,,
SNP,4962.640137,71333,0,71333,0,0.0,,
SNP,4964.640137,71333,0,71333,0,0.0,,
SNP,4965.640137,71333,0,71333,0,0.0,,
SNP,497.640015,71333,44964,26369,79,0.630339,0.9982469999999999,0.772737
SNP,4971.640137,71333,0,71333,0,0.0,,
SNP,4972.640137,71333,0,71333,0,0.0,,
SNP,4973.640137,71333,0,71333,0,0.0,,
SNP,4977.040039,71333,0,71333,0,0.0,,
SNP,498.640015,71333,44851,26482,78,0.6287550000000001,0.998265,0.771551
SNP,4981.640137,71333,0,71333,0,0.0,,
SNP,4984.640137,71333,0,71333,0,0.0,,
SNP,4985.640137,71333,0,71333,0,0.0,,
SNP,4988.640137,71333,0,71333,0,0.0,,
SNP,499.640015,71333,44734,26599,78,0.627115,0.99826,0.770313
SNP,4991.640137,71333,0,71333,0,0.0,,
SNP,4993.640137,71333,0,71333,0,0.0,,
SNP,4996.640137,71333,0,71333,0,0.0,,
SNP,4998.040039,71333,0,71333,0,0.0,,
SNP,4998.640137,71333,0,71333,0,0.0,,
SNP,50.320000,71333,70870,463,460,0.993509,0.993554,0.993532
SNP,500.640015,71333,44631,26702,78,0.625671,0.9982559999999999,0.7692220000000001
SNP,5001.640137,71333,0,71333,0,0.0,,
SNP,5005.640137,71333,0,71333,0,0.0,,
SNP,501.489990,71333,44512,26821,78,0.624003,0.998252,0.767958
SNP,5010.640137,71333,0,71333,0,0.0,,
SNP,5011.640137,71333,0,71333,0,0.0,,
SNP,5012.640137,71333,0,71333,0,0.0,,
SNP,5014.640137,71333,0,71333,0,0.0,,
SNP,5017.669922,71333,0,71333,0,0.0,,
SNP,5018.640137,71333,0,71333,0,0.0,,
SNP,5019.640137,71333,0,71333,0,0.0,,
SNP,502.059998,71333,44382,26951,77,0.6221800000000001,0.9982690000000001,0.766582
SNP,502.640015,71333,44381,26952,77,0.622166,0.9982690000000001,0.766571
SNP,5021.640137,71333,0,71333,0,0.0,,
SNP,5027.640137,71333,0,71333,0,0.0,,
SNP,5029.640137,71333,0,71333,0,0.0,,
SNP,503.640015,71333,44283,27050,77,0.620793,0.998265,0.765526
SNP,5033.040039,71333,0,71333,0,0.0,,
SNP,5037.640137,71333,0,71333,0,0.0,,
SNP,504.640015,71333,44161,27172,77,0.619082,0.99826,0.764223
SNP,5040.640137,71333,0,71333,0,0.0,,
SNP,5045.040039,71333,0,71333,0,0.0,,
SNP,5045.640137,71333,0,71333,0,0.0,,
SNP,5048.640137,71333,0,71333,0,0.0,,
SNP,505.640015,71333,44040,27293,76,0.617386,0.9982780000000001,0.762935
SNP,5052.640137,71333,0,71333,0,0.0,,
SNP,506.640015,71333,43929,27404,76,0.61583,0.998274,0.761744
SNP,5062.640137,71333,0,71333,0,0.0,,
SNP,5063.640137,71333,0,71333,0,0.0,,
SNP,5065.640137,71333,0,71333,0,0.0,,
SNP,5066.640137,71333,0,71333,0,0.0,,
SNP,5069.640137,71333,0,71333,0,0.0,,
SNP,507.640015,71333,43817,27516,76,0.61426,0.9982690000000001,0.76054
SNP,5070.640137,71333,0,71333,0,0.0,,
SNP,5071.640137,71333,0,71333,0,0.0,,
SNP,5075.640137,71333,0,71333,0,0.0,,
SNP,50753.000000,71333,0,71333,0,0.0,0.0,
SNP,5079.640137,71333,0,71333,0,0.0,,
SNP,508.640015,71333,43709,27624,76,0.612746,0.998265,0.759378
SNP,5081.640137,71333,0,71333,0,0.0,,
SNP,5083.640137,71333,0,71333,0,0.0,,
SNP,5086.640137,71333,0,71333,0,0.0,,
SNP,509.640015,71333,43593,27740,76,0.61112,0.9982610000000001,0.758126
SNP,5092.640137,71333,0,71333,0,0.0,,
SNP,5093.640137,71333,0,71333,0,0.0,,
SNP,5099.640137,71333,0,71333,0,0.0,,
SNP,51.320000,71333,70869,464,458,0.9934950000000001,0.9935809999999999,0.9935379999999999
SNP,510.640015,71333,43481,27852,76,0.60955,0.9982559999999999,0.756916
SNP,5101.640137,71333,0,71333,0,0.0,,
SNP,5102.640137,71333,0,71333,0,0.0,,
SNP,5104.640137,71333,0,71333,0,0.0,,
SNP,5105.640137,71333,0,71333,0,0.0,,
SNP,5106.640137,71333,0,71333,0,0.0,,
SNP,5108.060059,71333,0,71333,0,0.0,,
SNP,5108.640137,71333,0,71333,0,0.0,,
SNP,511.640015,71333,43362,27971,76,0.607881,0.998251,0.755627
SNP,5110.049805,71333,0,71333,0,0.0,,
SNP,5115.640137,71333,0,71333,0,0.0,,
SNP,5119.640137,71333,0,71333,0,0.0,,
SNP,512.640015,71333,43267,28066,76,0.60655,0.9982479999999999,0.754596
SNP,5120.640137,71333,0,71333,0,0.0,,
SNP,5122.640137,71333,0,71333,0,0.0,,
SNP,5129.640137,71333,0,71333,0,0.0,,
SNP,513.640015,71333,43162,28171,76,0.605078,0.998243,0.753454
SNP,5132.640137,71333,0,71333,0,0.0,,
SNP,5133.640137,71333,0,71333,0,0.0,,
SNP,5137.060059,71333,0,71333,0,0.0,,
SNP,5138.640137,71333,0,71333,0,0.0,,
SNP,514.640015,71333,43045,28288,76,0.603437,0.998238,0.7521800000000001
SNP,5140.060059,71333,0,71333,0,0.0,,
SNP,5140.640137,71333,0,71333,0,0.0,,
SNP,5141.640137,71333,0,71333,0,0.0,,
SNP,5144.640137,71333,0,71333,0,0.0,,
SNP,5148.640137,71333,0,71333,0,0.0,,
SNP,515.640015,71333,42919,28414,76,0.601671,0.998233,0.7508050000000001
SNP,5158.640137,71333,0,71333,0,0.0,,
SNP,516.640015,71333,42815,28518,76,0.600213,0.998229,0.749668
SNP,5160.640137,71333,0,71333,0,0.0,,
SNP,5168.899902,71333,0,71333,0,0.0,,
SNP,517.640015,71333,42712,28621,76,0.598769,0.998225,0.7485390000000001
SNP,5172.640137,71333,0,71333,0,0.0,,
SNP,5173.640137,71333,0,71333,0,0.0,,
SNP,5178.640137,71333,0,71333,0,0.0,,
SNP,518.590027,71333,42599,28734,75,0.5971850000000001,0.998243,0.747305
SNP,5180.640137,71333,0,71333,0,0.0,,
SNP,5182.640137,71333,0,71333,0,0.0,,
SNP,5186.640137,71333,0,71333,0,0.0,,
SNP,5188.640137,71333,0,71333,0,0.0,,
SNP,5189.640137,71333,0,71333,0,0.0,,
SNP,519.640015,71333,42484,28849,75,0.5955729999999999,0.998239,0.7460399999999999
SNP,5191.640137,71333,0,71333,0,0.0,,
SNP,5192.640137,71333,0,71333,0,0.0,,
SNP,5195.640137,71333,0,71333,0,0.0,,
SNP,5198.640137,71333,0,71333,0,0.0,,
SNP,52.320000,71333,70862,471,456,0.993397,0.993609,0.993503
SNP,52.970001,71333,70857,476,454,0.9933270000000001,0.9936360000000001,0.993482
SNP,520.640015,71333,42378,28955,75,0.594087,0.9982340000000001,0.744872
SNP,5203.640137,71333,0,71333,0,0.0,,
SNP,5206.640137,71333,0,71333,0,0.0,,
SNP,5209.040039,71333,0,71333,0,0.0,,
SNP,5209.640137,71333,0,71333,0,0.0,,
SNP,521.640015,71333,42271,29062,75,0.592587,0.99823,0.743691
SNP,5213.640137,71333,0,71333,0,0.0,,
SNP,522.640015,71333,42160,29173,75,0.5910310000000001,0.998225,0.742463
SNP,5222.640137,71333,0,71333,0,0.0,,
SNP,5226.060059,71333,0,71333,0,0.0,,
SNP,5226.640137,71333,0,71333,0,0.0,,
SNP,5227.640137,71333,0,71333,0,0.0,,
SNP,523.640015,71333,42068,29265,75,0.589741,0.9982209999999999,0.7414430000000001
SNP,5231.640137,71333,0,71333,0,0.0,,
SNP,5236.640137,71333,0,71333,0,0.0,,
SNP,524.640015,71333,41955,29378,75,0.5881569999999999,0.998217,0.740189
SNP,5240.640137,71333,0,71333,0,0.0,,
SNP,5241.640137,71333,0,71333,0,0.0,,
SNP,5242.640137,71333,0,71333,0,0.0,,
SNP,5243.640137,71333,0,71333,0,0.0,,
SNP,5245.640137,71333,0,71333,0,0.0,,
SNP,525.640015,71333,41846,29487,74,0.586629,0.998236,0.738983
SNP,5255.640137,71333,0,71333,0,0.0,,
SNP,5257.640137,71333,0,71333,0,0.0,,
SNP,5258.640137,71333,0,71333,0,0.0,,
SNP,5259.640137,71333,0,71333,0,0.0,,
SNP,526.640015,71333,41753,29580,74,0.585325,0.998232,0.737947
SNP,5262.100098,71333,0,71333,0,0.0,,
SNP,5263.640137,71333,0,71333,0,0.0,,
SNP,5264.640137,71333,0,71333,0,0.0,,
SNP,5266.640137,71333,0,71333,0,0.0,,
SNP,5267.640137,71333,0,71333,0,0.0,,
SNP,527.640015,71333,41634,29699,73,0.583657,0.998251,0.736624
SNP,5276.640137,71333,0,71333,0,0.0,,
SNP,5277.640137,71333,0,71333,0,0.0,,
SNP,5279.640137,71333,0,71333,0,0.0,,
SNP,528.640015,71333,41526,29807,73,0.5821430000000001,0.998246,0.735416
SNP,5281.640137,71333,0,71333,0,0.0,,
SNP,5284.640137,71333,0,71333,0,0.0,,
SNP,5285.640137,71333,0,71333,0,0.0,,
SNP,5287.640137,71333,0,71333,0,0.0,,
SNP,529.640015,71333,41426,29907,73,0.580741,0.998242,0.734296
SNP,5290.060059,71333,0,71333,0,0.0,,
SNP,5294.640137,71333,0,71333,0,0.0,,
SNP,5297.640137,71333,0,71333,0,0.0,,
SNP,5299.640137,71333,0,71333,0,0.0,,
SNP,53.639999,71333,70857,476,454,0.9933270000000001,0.9936360000000001,0.993482
SNP,530.640015,71333,41313,30020,72,0.5791569999999999,0.9982610000000001,0.733033
SNP,5303.640137,71333,0,71333,0,0.0,,
SNP,531.640015,71333,41200,30133,72,0.577573,0.9982559999999999,0.731762
SNP,5315.640137,71333,0,71333,0,0.0,,
SNP,5317.640137,71333,0,71333,0,0.0,,
SNP,532.640015,71333,41094,30239,72,0.576087,0.998252,0.730567
SNP,5323.640137,71333,0,71333,0,0.0,,
SNP,5326.640137,71333,0,71333,0,0.0,,
SNP,5329.640137,71333,0,71333,0,0.0,,
SNP,533.489990,71333,40987,30346,72,0.574587,0.9982469999999999,0.729358
SNP,5333.060059,71333,0,71333,0,0.0,,
SNP,5339.640137,71333,0,71333,0,0.0,,
SNP,534.039978,71333,40886,30447,72,0.573171,0.998243,0.728215
SNP,534.640015,71333,40884,30449,72,0.5731430000000001,0.998243,0.728193
SNP,5343.640137,71333,0,71333,0,0.0,,
SNP,5348.640137,71333,0,71333,0,0.0,,
SNP,5349.640137,71333,0,71333,0,0.0,,
SNP,535.640015,71333,40789,30544,71,0.571811,0.9982629999999999,0.727122
SNP,5355.640137,71333,0,71333,0,0.0,,
