variant_type,qual_threshold,truth_total,truth_tp,truth_fn,query_fp,metric_recall,metric_precision,metric_f1_score
SNP,2164.639893,71333,97,71236,5,0.0013599999999999999,0.9509799999999999,0.002716
SNP,2165.639893,71333,97,71236,5,0.0013599999999999999,0.9509799999999999,0.002716
SNP,2166.639893,71333,95,71238,5,0.001332,0.95,0.00266
SNP,2167.639893,71333,94,71239,5,0.001318,0.9494950000000001,0.0026320000000000002
SNP,2168.639893,71333,94,71239,5,0.001318,0.9494950000000001,0.0026320000000000002
SNP,2169.639893,71333,92,71241,5,0.0012900000000000001,0.9484540000000001,0.002576
SNP,217.610001,71333,69403,1930,203,0.972944,0.997085,0.984866
SNP,2170.639893,71333,91,71242,5,0.001276,0.947917,0.002548
SNP,2171.639893,71333,90,71243,5,0.0012619999999999999,0.947368,0.00252
SNP,2172.639893,71333,89,71244,5,0.001248,0.946809,0.0024920000000000003
SNP,2173.639893,71333,88,71245,5,0.001234,0.9462370000000001,0.002464
SNP,2174.639893,71333,88,71245,5,0.001234,0.9462370000000001,0.002464
SNP,2175.639893,71333,87,71246,5,0.00122,0.945652,0.002436
SNP,2176.639893,71333,86,71247,5,0.001206,0.945055,0.002408
SNP,2177.639893,71333,86,71247,5,0.001206,0.945055,0.002408
SNP,2178.639893,71333,86,71247,5,0.001206,0.945055,0.002408
SNP,2179.639893,71333,84,71249,5,0.001178,0.9438200000000001,0.002352
SNP,218.639999,71333,69381,1952,203,0.972635,0.997084,0.984708
SNP,2180.639893,71333,84,71249,5,0.001178,0.9438200000000001,0.002352
SNP,2181.639893,71333,84,71249,5,0.001178,0.9438200000000001,0.002352
SNP,2182.639893,71333,84,71249,5,0.001178,0.9438200000000001,0.002352
SNP,2183.639893,71333,82,71251,5,0.00115,0.9425290000000001,0.0022960000000000003
SNP,2184.639893,71333,82,71251,5,0.00115,0.9425290000000001,0.0022960000000000003
SNP,2186.060059,71333,79,71254,5,0.0011070000000000001,0.939759,0.002212
SNP,2186.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2187.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2188.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2189.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,219.639999,71333,69350,1983,202,0.972201,0.9970969999999999,0.984492
SNP,2190.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2192.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2193.639893,71333,75,71258,5,0.001051,0.9375,0.0021
SNP,2194.639893,71333,74,71259,5,0.001037,0.936709,0.002072
SNP,2195.639893,71333,72,71261,5,0.001009,0.9350649999999999,0.002017
SNP,2196.639893,71333,72,71261,5,0.001009,0.9350649999999999,0.002017
SNP,2197.639893,71333,71,71262,5,0.000995,0.934211,0.001989
SNP,2198.639893,71333,71,71262,5,0.000995,0.934211,0.001989
SNP,220.639999,71333,69331,2002,202,0.971934,0.9970959999999999,0.984355
SNP,2200.060059,71333,70,71263,5,0.000981,0.934211,0.001961
SNP,2200.639893,71333,70,71263,5,0.000981,0.933333,0.001961
SNP,2201.639893,71333,70,71263,5,0.000981,0.933333,0.001961
SNP,2202.639893,71333,69,71264,5,0.000967,0.9324319999999999,0.0019329999999999998
SNP,2203.639893,71333,69,71264,5,0.000967,0.9324319999999999,0.0019329999999999998
SNP,2204.639893,71333,69,71264,5,0.000967,0.9324319999999999,0.0019329999999999998
SNP,2205.639893,71333,69,71264,5,0.000967,0.9324319999999999,0.0019329999999999998
SNP,2206.639893,71333,69,71264,4,0.000967,0.945205,0.0019329999999999998
SNP,2207.639893,71333,67,71266,4,0.0009390000000000001,0.9436620000000001,0.001877
SNP,2208.639893,71333,67,71266,4,0.0009390000000000001,0.9436620000000001,0.001877
SNP,2209.639893,71333,67,71266,4,0.0009390000000000001,0.9436620000000001,0.001877
SNP,221.639999,71333,69307,2026,202,0.971598,0.9970950000000001,0.984181
SNP,2210.639893,71333,67,71266,4,0.0009390000000000001,0.9436620000000001,0.001877
SNP,2211.639893,71333,67,71266,4,0.0009390000000000001,0.9436620000000001,0.001877
SNP,2212.639893,71333,64,71269,4,0.000897,0.941176,0.0017929999999999999
SNP,2213.639893,71333,62,71271,4,0.000869,0.9393940000000001,0.001737
SNP,2215.060059,71333,61,71272,4,0.0008550000000000001,0.9393940000000001,0.001709
SNP,2215.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2216.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2217.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2218.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,222.300003,71333,69267,2066,202,0.971037,0.997093,0.983893
SNP,222.970001,71333,69229,2104,202,0.970505,0.997092,0.983619
SNP,2220.040039,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2220.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2221.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2222.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2223.639893,71333,60,71273,4,0.0008410000000000001,0.9375,0.0016809999999999998
SNP,2225.639893,71333,59,71274,4,0.0008269999999999999,0.936508,0.0016530000000000002
SNP,2226.639893,71333,59,71274,4,0.0008269999999999999,0.936508,0.0016530000000000002
SNP,2227.639893,71333,58,71275,4,0.000813,0.935484,0.001625
SNP,2228.639893,71333,57,71276,4,0.000799,0.934426,0.0015970000000000001
SNP,2229.639893,71333,57,71276,4,0.000799,0.934426,0.0015970000000000001
SNP,223.639999,71333,69229,2104,202,0.970505,0.997092,0.983619
SNP,2230.639893,71333,56,71277,4,0.000785,0.933333,0.0015689999999999999
SNP,2231.639893,71333,56,71277,4,0.000785,0.933333,0.0015689999999999999
SNP,2232.639893,71333,56,71277,4,0.000785,0.933333,0.0015689999999999999
SNP,2233.639893,71333,55,71278,4,0.000771,0.9322030000000001,0.001541
SNP,2234.639893,71333,55,71278,4,0.000771,0.9322030000000001,0.001541
SNP,2235.639893,71333,53,71280,4,0.000743,0.929825,0.001485
SNP,2237.639893,71333,51,71282,4,0.000715,0.9272729999999999,0.001429
SNP,2238.639893,71333,50,71283,4,0.000701,0.925926,0.001401
SNP,2239.639893,71333,50,71283,4,0.000701,0.925926,0.001401
SNP,224.639999,71333,69198,2135,201,0.9700700000000001,0.9971049999999999,0.983402
SNP,2240.639893,71333,50,71283,4,0.000701,0.925926,0.001401
SNP,2242.639893,71333,49,71284,4,0.000687,0.924528,0.001373
SNP,2243.639893,71333,48,71285,4,0.0006730000000000001,0.923077,0.0013449999999999998
SNP,2244.639893,71333,48,71285,4,0.0006730000000000001,0.923077,0.0013449999999999998
SNP,2245.639893,71333,48,71285,4,0.0006730000000000001,0.923077,0.0013449999999999998
SNP,2247.060059,71333,48,71285,4,0.0006730000000000001,0.9215690000000001,0.0013449999999999998
SNP,2247.639893,71333,47,71286,4,0.000659,0.9215690000000001,0.001317
SNP,2248.639893,71333,47,71286,4,0.000659,0.9215690000000001,0.001317
SNP,2249.639893,71333,47,71286,4,0.000659,0.9215690000000001,0.001317
SNP,225.559998,71333,69175,2158,201,0.9697479999999999,0.9971040000000001,0.9832350000000001
SNP,2251.060059,71333,47,71286,4,0.000659,0.92,0.001317
SNP,2252.639893,71333,45,71288,4,0.0006309999999999999,0.918367,0.001261
SNP,2253.639893,71333,45,71288,4,0.0006309999999999999,0.918367,0.001261
SNP,2254.639893,71333,45,71288,4,0.0006309999999999999,0.918367,0.001261
SNP,2255.639893,71333,44,71289,4,0.000617,0.916667,0.001233
SNP,2256.639893,71333,44,71289,4,0.000617,0.916667,0.001233
SNP,2257.639893,71333,44,71289,4,0.000617,0.916667,0.001233
SNP,2259.639893,71333,44,71289,4,0.000617,0.916667,0.001233
SNP,226.639999,71333,69147,2186,199,0.969355,0.997131,0.9830469999999999
SNP,2260.639893,71333,44,71289,4,0.000617,0.916667,0.001233
SNP,2262.639893,71333,42,71291,4,0.000589,0.913043,0.0011769999999999999
SNP,2263.639893,71333,42,71291,4,0.000589,0.913043,0.0011769999999999999
SNP,2264.639893,71333,40,71293,4,0.0005610000000000001,0.909091,0.001121
SNP,2266.639893,71333,40,71293,4,0.0005610000000000001,0.909091,0.001121
SNP,2268.639893,71333,40,71293,4,0.0005610000000000001,0.909091,0.001121
SNP,227.639999,71333,69121,2212,197,0.9689909999999999,0.997159,0.982873
SNP,2270.639893,71333,39,71294,4,0.000547,0.906977,0.001093
SNP,2271.639893,71333,39,71294,4,0.000547,0.906977,0.001093
SNP,2272.639893,71333,39,71294,4,0.000547,0.906977,0.001093
SNP,2273.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,22737.099609,71333,0,71333,0,0.0,0.0,
SNP,2274.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2275.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2276.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2277.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2278.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2279.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,228.639999,71333,69100,2233,197,0.9686959999999999,0.997158,0.982721
SNP,2280.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2281.639893,71333,36,71297,4,0.000505,0.9,0.001009
SNP,2283.060059,71333,35,71298,4,0.000491,0.9,0.000981
SNP,2283.639893,71333,35,71298,4,0.000491,0.897436,0.000981
SNP,2285.639893,71333,35,71298,4,0.000491,0.897436,0.000981
SNP,2286.639893,71333,35,71298,4,0.000491,0.897436,0.000981
SNP,2287.639893,71333,35,71298,4,0.000491,0.897436,0.000981
SNP,2288.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,229.529999,71333,69064,2269,196,0.968191,0.9971709999999999,0.982468
SNP,2290.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2291.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2292.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2293.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2294.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2298.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2299.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,230.039993,71333,69040,2293,195,0.9678549999999999,0.997185,0.982301
SNP,230.639999,71333,69039,2294,195,0.967841,0.997185,0.982294
SNP,2300.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2301.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2302.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2303.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2304.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2305.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2306.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2307.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2309.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,231.639999,71333,69009,2324,195,0.9674200000000001,0.997183,0.9820760000000001
SNP,2310.639893,71333,34,71299,4,0.00047699999999999994,0.8947370000000001,0.000953
SNP,2311.639893,71333,31,71302,4,0.00043499999999999995,0.8857139999999999,0.000869
SNP,2312.639893,71333,31,71302,4,0.00043499999999999995,0.8857139999999999,0.000869
SNP,2313.639893,71333,31,71302,4,0.00043499999999999995,0.8857139999999999,0.000869
SNP,2314.639893,71333,29,71304,4,0.000407,0.8787879999999999,0.000813
SNP,2316.639893,71333,29,71304,4,0.000407,0.8787879999999999,0.000813
SNP,2318.639893,71333,29,71304,4,0.000407,0.8787879999999999,0.000813
SNP,2319.639893,71333,29,71304,4,0.000407,0.8787879999999999,0.000813
SNP,232.639999,71333,68978,2355,195,0.966986,0.997182,0.9818520000000001
SNP,2321.639893,71333,29,71304,4,0.000407,0.8787879999999999,0.000813
SNP,23218.599609,71333,0,71333,0,0.0,0.0,
SNP,2322.639893,71333,28,71305,4,0.000393,0.875,0.000785
SNP,2323.639893,71333,28,71305,4,0.000393,0.875,0.000785
SNP,2325.639893,71333,28,71305,4,0.000393,0.875,0.000785
SNP,2326.639893,71333,27,71306,4,0.000379,0.8709680000000001,0.0007570000000000001
SNP,2327.639893,71333,27,71306,4,0.000379,0.8709680000000001,0.0007570000000000001
SNP,2328.639893,71333,26,71307,4,0.000364,0.866667,0.000729
SNP,2329.639893,71333,26,71307,4,0.000364,0.866667,0.000729
SNP,233.639999,71333,68944,2389,192,0.9665090000000001,0.997224,0.981626
SNP,2331.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2332.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2334.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,23349.099609,71333,0,71333,0,0.0,0.0,
SNP,2335.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2336.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2337.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2338.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2339.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,234.639999,71333,68916,2417,191,0.966117,0.997237,0.9814299999999999
SNP,2340.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2341.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2342.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2344.100098,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2345.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2346.639893,71333,25,71308,4,0.00035,0.8620690000000001,0.000701
SNP,2347.639893,71333,24,71309,4,0.000336,0.857143,0.0006730000000000001
SNP,2348.639893,71333,24,71309,4,0.000336,0.857143,0.0006730000000000001
SNP,2349.639893,71333,24,71309,4,0.000336,0.857143,0.0006730000000000001
SNP,235.630005,71333,68887,2446,191,0.9657100000000001,0.997236,0.9812200000000001
SNP,2351.639893,71333,23,71310,4,0.000322,0.851852,0.0006450000000000001
SNP,2352.639893,71333,23,71310,4,0.000322,0.851852,0.0006450000000000001
SNP,2353.639893,71333,23,71310,4,0.000322,0.851852,0.0006450000000000001
SNP,2355.060059,71333,23,71310,4,0.000322,0.8461540000000001,0.0006450000000000001
SNP,2355.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,2359.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,236.639999,71333,68852,2481,189,0.965219,0.9972639999999999,0.98098
SNP,2360.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,2361.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,2362.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,2363.639893,71333,22,71311,4,0.000308,0.8461540000000001,0.000617
SNP,2364.639893,71333,20,71313,4,0.00028,0.833333,0.0005610000000000001
SNP,2367.639893,71333,20,71313,4,0.00028,0.833333,0.0005610000000000001
SNP,2368.639893,71333,20,71313,4,0.00028,0.833333,0.0005610000000000001
SNP,2369.639893,71333,20,71313,4,0.00028,0.833333,0.0005610000000000001
SNP,237.639999,71333,68821,2512,186,0.964785,0.9973059999999999,0.980776
SNP,2370.639893,71333,20,71313,4,0.00028,0.833333,0.0005610000000000001
SNP,2371.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2372.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2373.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2374.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2376.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2378.100098,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2378.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2379.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,238.639999,71333,68775,2558,186,0.96414,0.9973040000000001,0.980442
SNP,2382.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2383.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2384.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2385.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2386.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2387.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2388.629883,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2389.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,239.639999,71333,68742,2591,185,0.963677,0.997317,0.980209
SNP,2390.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2391.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2392.639893,71333,19,71314,4,0.000266,0.8260870000000001,0.000533
SNP,2393.639893,71333,18,71315,4,0.000252,0.818182,0.000505
SNP,2394.639893,71333,18,71315,4,0.000252,0.818182,0.000505
SNP,2395.639893,71333,18,71315,4,0.000252,0.818182,0.000505
SNP,2396.639893,71333,18,71315,4,0.000252,0.818182,0.000505
SNP,240.639999,71333,68696,2637,185,0.963033,0.997315,0.979874
SNP,2400.060059,71333,17,71316,4,0.00023799999999999998,0.818182,0.00047599999999999997
SNP,2400.639893,71333,17,71316,4,0.00023799999999999998,0.809524,0.00047599999999999997
SNP,2403.639893,71333,16,71317,4,0.00022400000000000002,0.8,0.00044800000000000005
SNP,2404.639893,71333,16,71317,4,0.00022400000000000002,0.8,0.00044800000000000005
SNP,2405.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2406.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2407.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2408.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2409.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,241.639999,71333,68656,2677,185,0.9624719999999999,0.9973139999999999,0.979583
SNP,2410.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2411.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2412.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2414.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2416.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2417.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2418.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,242.639999,71333,68625,2708,182,0.962037,0.9973559999999999,0.9793780000000001
SNP,2420.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2421.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2422.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2423.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2424.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2425.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2426.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2427.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2428.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2429.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,243.639999,71333,68593,2740,182,0.9615889999999999,0.9973549999999999,0.979145
SNP,2430.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2431.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2432.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2433.639893,71333,15,71318,4,0.00021,0.789474,0.00042
SNP,2434.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2435.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2436.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2437.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2438.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2439.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,244.630005,71333,68551,2782,181,0.961,0.997368,0.9788459999999999
SNP,2440.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2441.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2443.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2444.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2446.060059,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2446.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2447.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2448.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2449.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,245.639999,71333,68510,2823,181,0.960425,0.997366,0.978547
SNP,2450.639893,71333,14,71319,4,0.000196,0.777778,0.000392
SNP,2451.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2452.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2453.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2454.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2455.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2456.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2457.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2458.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,246.470001,71333,68475,2858,181,0.9599340000000001,0.997365,0.978292
SNP,2460.060059,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2460.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2461.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2463.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2464.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2465.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2466.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2467.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2468.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,2469.639893,71333,12,71321,4,0.000168,0.75,0.000336
SNP,247.639999,71333,68438,2895,181,0.9594159999999999,0.9973629999999999,0.978022
SNP,2470.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2471.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2472.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2473.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2474.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2475.639893,71333,10,71323,4,0.00014,0.714286,0.00028
SNP,2477.060059,71333,9,71324,4,0.000126,0.714286,0.000252
SNP,2477.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2478.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,248.639999,71333,68402,2931,180,0.9589110000000001,0.9973770000000001,0.977766
SNP,2480.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2481.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2482.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2483.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,24833.599609,71333,0,71333,0,0.0,0.0,
SNP,2485.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2486.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2488.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2489.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,249.639999,71333,68366,2967,180,0.958406,0.997375,0.9775020000000001
SNP,2490.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2491.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2493.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2494.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2495.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2496.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2497.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2498.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2499.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,250.639999,71333,68322,3011,179,0.9577899999999999,0.9973879999999999,0.977188
SNP,2500.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2501.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2503.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2504.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2505.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2506.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2507.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2508.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2509.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,251.639999,71333,68276,3057,179,0.957145,0.9973860000000001,0.976851
SNP,2510.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2511.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2512.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2513.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2514.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2515.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2516.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2517.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2518.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2519.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,252.639999,71333,68234,3099,179,0.956556,0.9973850000000001,0.9765440000000001
SNP,2520.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2521.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2522.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2523.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2524.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2525.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2526.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2527.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2528.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2529.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,253.639999,71333,68201,3132,177,0.9560930000000001,0.9974129999999999,0.976316
SNP,2531.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2533.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2534.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2536.639893,71333,9,71324,4,0.000126,0.692308,0.000252
SNP,2537.639893,71333,9,71324,4,0.000126,0.692308,0.000252
